,Title,Published_date,Views,Likes,View,Month
561,Minimum Laptop Configuration To Start With Machine Learning And Deep Learning💻💻💻💻💻💻,2021-07-06,72084,2132,72084,Jul
562,Generate Python Faster with Mito⭐ ⭐ ⭐ ⭐,2021-07-06,5322,244,5322,Jul
563,My View On Github Copilot- Will Developers Lose Their Jobs?Must Watch For Everyone,2021-07-05,15806,710,15806,Jul
564,Companies To Apply For Data Scientist And ML And DL Roles in 2021- Dont Wait-Just Apply✌ ✌ ✌ ✌ ✌ ✌,2021-07-04,68763,2661,68763,Jul
565,Average Salary Hike Of Data Scientist In 2021 From the Data I Collected From January,2021-07-03,22992,617,22992,Jul
566,Github Copilot Vs Tabnine AI Code Completion Autocomplete Vs KITE- Which Is Your Favourite ?,2021-07-03,64177,797,64177,Jul
567,Sharing Devavrat Experience Of Working In Nvidia As Intern ⭐⭐⭐⭐,2021-07-02,8694,234,8694,Jul
568,Writing Machine Learning Pipelines And Deep Learning Code Using Github Copilot ⭐⭐⭐⭐⭐⭐,2021-07-02,27774,598,27774,Jul
569,First Time Using Github Copilot- How To Do Coding Using 1 Finger😂😂😂😂😂,2021-07-01,73150,1794,73150,Jul
570,Breakthrough Announcement- Github Copilot- Your AI Pair Programmer- Saviour For Developers🙌🙌🙌🙌🙌🙌🙌,2021-07-01,11156,492,11156,Jul
571,Last Week Of Data Science Preparation Before Job Interviews- Maximize Your Chances,2021-06-30,14826,391,14826,Jun
572,Follow This Statergy To Increase Your Salary Hike In Job Interviews- Learn This Art💲 💲 💲 💲 💲 💲,2021-06-30,15383,823,15383,Jun
573,Interesting Interview Question On Performance Metrics,2021-06-29,10491,238,10491,Jun
574,Tutorial 3-Creating My Simple Weekly Study Timetable Using Django Views And Urls,2021-06-29,10049,206,10049,Jun
575,Mistakes I Made In College Which You Should Not Repeat,2021-06-28,9793,568,9793,Jun
576,Sharing My Time Table And Efficient Strategy To Learn Machine Learning In Quick Time,2021-06-27,34597,1251,34597,Jun
577,How Data Science Projects Are Implemented Using Agile Methodology🤔 🤔 🤔 🤔 🤔 🤔 🤔,2021-06-26,30833,775,30833,Jun
578,Important SQL Interview Questions FOR DATASCIENCE & ANALYTICS- Ft: @SatyajitPattnaik,2021-06-25,59274,1817,59274,Jun
579,How A Support Engineer Applied ML Knowledge In His Domain And Cracked Data Science Job 👨‍🔬👨‍🔬👨‍🔬👨‍🔬,2021-06-24,7279,251,7279,Jun
580,Day To Day Activities Of A Full Stack Data Scientist By Saurav From Nvidia And Interview Process,2021-06-23,16282,481,16282,Jun
581,How A Manual Tester Applied Data Science Knowledge In Their Domain- Successful Transition Story,2021-06-23,9335,175,9335,Jun
582,"AutoGluon + Nvidia Rapids-Advancing the State of the Art in AutoML,Now 10x Faster with NVIDIA RAPIDS",2021-06-23,3925,114,3925,Jun
583,White Box Vs Black Box Models In Machine Learning- Data Science Interview Question,2021-06-21,12662,455,12662,Jun
584,Developed Many End To End Data Science Projects But Unable To Explain In Interviews- General Q&A,2021-06-20,10087,349,10087,Jun
585,Real Time Image Segmentation And Object Detection From Live Video Stream Using PixelLib,2021-06-20,23846,415,23846,Jun
586,Image Segmentation And Object Detection Using 5 Lines Of Code Using PixelLib,2021-06-20,40112,647,40112,Jun
587,Face Recognition Project In Flask Web Framework- Recognize Different Faces Easily,2021-06-19,50880,1146,50880,Jun
588,OpenCV Face And Eye Detection In Flask Web Framework,2021-06-19,27511,576,27511,Jun
589,Tutorial 2-Creating And Running A Default Django Project In Local Server,2021-06-17,21152,257,21152,Jun
590,"Common Doubts,Questions And Fear After Getting Data Science Job- Must For EveryOne😕😕😕😕",2021-06-16,14299,480,14299,Jun
591,Introduction To Django Python Web Framework. When To Use Django OR When To Use Flask?,2021-06-15,17126,316,17126,Jun
592,How to Make an Data Science Projects More Likely to Succeed? Sharing My Experience,2021-06-15,10085,145,10085,Jun
593,The Importance Of Story Telling In Data Science Interviews,2021-06-15,10728,319,10728,Jun
594,Video Streaming Using Webcam In Flask Web Framework,2021-06-14,58712,1244,58712,Jun
595,Why Data Science Project Fails? Sharing My 9+ Years Experience,2021-06-14,4965,222,4965,Jun
596,Sunday Live Q&A- Ask Anything Related Data Science,2021-06-13,6479,413,6479,Jun
597,Integrating CSS and Javascript in Flask Web Framework,2021-06-13,32716,552,32716,Jun
598,Understanding Jinja2 Template Engine In Flask Web Framework,2021-06-12,30856,621,30856,Jun
599,Integrating HTML With FLASK Web Framework With HTTP VERBS(Get And POST),2021-06-12,50581,924,50581,Jun
600,How Do You Handle Multicollinearity In Machine Learning-Asked In Interview,2021-06-11,8320,178,8320,Jun
601,Building Url Dynamically In Flask Web Framework,2021-06-11,39380,770,39380,Jun
602,Best Practices For Becoming A Good Python Developer,2021-06-11,14131,490,14131,Jun
603,When To Use Entropy Vs When To Use Gini Impurity In Decision Tree- Asked In Interviews,2021-06-11,15820,276,15820,Jun
604,Understanding A Sample Flask Web Application Skeleton,2021-06-10,46008,882,46008,Jun
605,Setting VSCode IDE To Learn Flask Web Framework For Machine Learning,2021-06-10,60974,1082,60974,Jun
606,Introduction To Flask Web Framework,2021-06-09,110311,1834,110311,Jun
607,How Do I Prepare My Data Science Materials- Evolution From Writing Notes From Book To Ipad,2021-06-09,18903,281,18903,Jun
608,Dynamic Pricing Machine Learning Usecase Discussion,2021-06-09,17884,328,17884,Jun
609,Announcing iNeuron's 30 Days Fast Track Data Science Interview Preparation Live Classes,2021-06-08,6706,113,6706,Jun
610,How To Handle Data Privacy In Data Science Projects- Solution- Asked In Interview,2021-06-08,5978,167,5978,Jun
611,How To Handle Data Privacy In ML Projects?-Machine Learning Interview#8,2021-06-07,4869,188,4869,Jun
612,Announcing ML Usecase Discussion Series- Dynamic Pricing-Part 1,2021-06-07,11977,199,11977,Jun
613,Which Machine Learning Algorithm Will You Apply For A Usecase-Best Way To Answer In Interview?,2021-06-07,14473,410,14473,Jun
614,Applied More Than 250+ Data Science Jobs But Still Not Getting Calls? What Is the Solution For This?,2021-06-06,20515,744,20515,Jun
615,Announcing Our Second Startup- Firstfiling.in Legal And Tax Compliances,2021-06-05,9644,503,9644,Jun
616,Success Story Of Ashesh- Getting Job As Data Scientist In US,2021-06-05,5507,177,5507,Jun
617,Announcing iNeuron Big Data Masters Affordable Course,2021-06-04,12894,278,12894,Jun
618,Machine Learning Interview Series With Solution #6-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-04,9212,270,9212,Jun
619,Deep Learning Interview Series #7-Asked In Interview-Epochs Vs Batch Vs Iterations In Deep Learning,2021-06-04,18436,584,18436,Jun
620,Machine Learning Interview Series #5-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-03,11221,242,11221,Jun
621,Deep Learning Computer Vision Interview Series #4-Asked In Interview ⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-06-02,15116,331,15116,Jun
622,Tutorial 2-Linear Algebra For ML-How To Add 2 Vectors,2021-06-02,7660,220,7660,Jun
623,Linear Algebra-What is Scalar and Vectors And Its Practical Applications In Machine Learning? ⭐⭐⭐⭐⭐⭐,2021-06-01,22477,506,22477,Jun
624,Success Story Of Ameya- Transition To Devops In Vodafone  At GermanyFt:iNeuron,2021-06-01,2832,74,2832,Jun
625,Explaining An End To End Machine Learning Project To A Interviewer,2021-05-31,51795,1752,51795,May
626,Explaining An End To End Data Analyst/Business Analytics Projects,2021-05-30,106280,2644,106280,May
627,Success Story Of Dhruv- Transition As Data Scientist In McKinsey & Company,2021-05-29,16206,426,16206,May
628,Permutation And Combination Easily Explained,2021-05-28,24662,852,24662,May
629,Success Story Of Rahul- Transition From Support To Data Analyst|ft: iNeuron,2021-05-28,16367,390,16367,May
630,Custom Training Question Answer Model Using Transformer BERT,2021-05-27,81998,1523,81998,May
631,Success Story Of Purvansh- How He Got Into GSOC In The Field Of Machine Learning| Ft:iNeuron,2021-05-27,5968,231,5968,May
632,Success Story Of Sarthak- Transition From Mechanical Engineer To Data Science- Ft:iNeuron,2021-05-26,6276,212,6276,May
633,All Important Topics In Probability For Data Science In 1 Video,2021-05-25,62769,1906,62769,May
634,Success Story Of Arun- Transition From Support To Data Science Ft: iNeuron,2021-05-25,6321,162,6321,May
635,Monday Live Q&A Ask Anything Related Data Science,2021-05-24,6080,439,6080,May
636,Generating Python By Editing Spreadsheet Using Mito,2021-05-24,5751,177,5751,May
637,How To Perform Hypothesis Testing-Confidence Interval|Z Test Statistics| Derive Conclusion- Part 1,2021-05-23,39904,1072,39904,May
638,What Should Be A Proper Structure Of Your Data Science Projects In Github?,2021-05-23,25728,822,25728,May
639,Training Machine Learning Algorithms In GPU Using Nvidia Rapids cuML Library,2021-05-22,11031,247,11031,May
640,Deep Successful Career Transition From Mechanical Engineer & Teacher To Data Analyst|Ft:iNeuron,2021-05-22,13185,430,13185,May
641,Himanshu Successful Career Transition From MCA Graduate Fresher To Data Science- Ft: iNeuron,2021-05-21,9491,307,9491,May
642,Tutorial 2- Fine Tuning Pretrained Model On Custom Dataset Using 🤗 Transformer,2021-05-20,104854,1504,104854,May
643,Bitcoin Market Crash Analyzing As A Data Scientist Part 1-₿₿₿₿₿₿,2021-05-20,7658,376,7658,May
644,Tutorial 1-Transformer And Bert Implementation With Huggingface,2021-05-18,145165,2965,145165,May
645,"Introduction To Nvidia Rapids- cuDF,cuML Libraries- Run Anything In GPU⭐⭐⭐⭐⭐⭐",2021-05-18,13599,301,13599,May
646,Tutorial 8- Pyspark Multiple Linear Regression Implementation In Databricks,2021-05-17,26058,385,26058,May
647,Power Law Distribution And Its Examples And Application- Statistics Interview Question,2021-05-17,28557,523,28557,May
648,Z Score And Its Applications- Important Stats Interview Question,2021-05-16,48563,1313,48563,May
649,Whether We Should Reduce False Positive Or Negative In Confusion Matrix-Machine Learning Interviews,2021-05-16,27958,694,27958,May
650,3 Important Things To Focus On Data Science #shorts,2021-05-15,59075,3489,59075,May
651,"Tools, Softwares And Tips For Virtual Live Interviews",2021-05-15,5013,205,5013,May
652,DATA SCIENCE Is All About Continuous Learning #shorts,2021-05-14,27333,1558,27333,May
653,Octoparse- Easy Web Scraping Tool Without Any Coding Knowledge,2021-05-14,76431,1247,76431,May
654,Focus In These Things In Data Science Interview #shorts,2021-05-13,38452,2421,38452,May
655,Most Important Skills In Data Science For Jobs #shorts,2021-05-13,46675,2812,46675,May
656,How Sudhanshu And iNeuron Team Overcome COVID- Precaution To Be Taken-Stay Safe,2021-05-13,5718,236,5718,May
657,Tutorial 7- Pyspark With Python|Introduction To Databricks,2021-05-12,64797,693,64797,May
658,Tutorial 6- Pyspark With Python-Introduction To Pyspark Mlib,2021-05-11,27154,435,27154,May
659,Different Type Of Sampling Techniques With Examples| Statistics Interview Question,2021-05-11,33240,907,33240,May
660,Tutorial 5- Pyspark With Python-GroupBy And Aggregate Functions,2021-05-10,34136,472,34136,May
661,How To Start Data Science From My Channel- Follow This Order Of Playlist,2021-05-10,16732,1078,16732,May
662,"1000+ VideosRegarding Data Science,ML,DL Uploaded In My Channel In 2.5 years🥳 🥳 🥳 🥳 🥳",2021-05-09,7399,396,7399,May
663,5 Number Summary And How To handle Outliers Using IQR-Statistics,2021-05-09,27836,773,27836,May
664,Stats Interview Series #3-Asked In Interview #shorts⭐ ⭐⭐⭐⭐⭐⭐⭐,2021-05-09,18408,379,18408,May
665,Why Deep Learning Is Becoming So Popular?🔥🔥🔥🔥🔥🔥,2021-05-08,244614,2128,244614,May
666,Atoti Library- Free Python BI Analytics Platform,2021-05-07,12703,460,12703,May
667,50+ Successful Transition Stories To Data Science In 2 months- Ft Ineuron Team ✨🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,2021-05-07,6413,323,6413,May
668,Top 25 Machine Learning & AI Hackathons To Move To Data Science,2021-05-06,18849,701,18849,May
669,Tutorial 4- Pyspark With Python-Pyspark DataFrames- Filter Operations,2021-05-06,32662,584,32662,May
670,Tutorial 3- Pyspark With Python-Pyspark DataFrames- Handling Missing Values,2021-05-05,47335,751,47335,May
671,Tutorial 2-Pyspark With Python-Pyspark DataFrames- Part 1,2021-05-04,78376,1189,78376,May
672,Tutorial 1-Pyspark With Python-Pyspark Introduction and Installation,2021-05-04,232260,2789,232260,May
673,10 Tips To Learn Python Efficiently And Effectively,2021-05-03,28893,1355,28893,May
674,Sunday Live Q&A Ask Anything Related Data Science,2021-05-02,7638,370,7638,May
675,"Bernoulli distribution- Mean, Variance And Standard Deviation OF Bernoulli distribution",2021-05-02,38318,765,38318,May
676,Introduction To Statistics And Its Types For Starters,2021-05-01,93244,2266,93244,May
677,Review Discussion Of Data Scientist Resume- Tips For Preparing A Perfect Resume,2021-04-30,12505,385,12505,Apr
678,DataPrep Library- Perform Faster EDA Within No Time,2021-04-30,19225,704,19225,Apr
679,Complete Road Map Towards Data Science In 2021,2021-04-29,142708,4853,142708,Apr
680,All Type Of Cross Validation With Python All In 1 Video,2021-04-28,42900,1250,42900,Apr
681,AutoScraper- Scrap Images From Amazon Ecommerce- End To End Web Scraping Application,2021-04-28,13307,338,13307,Apr
682,Complete RoadMap Towards Data Analyst In 2021,2021-04-27,72610,2999,72610,Apr
683,Drawdata-Python Library To Draw Dataset In Jupyter Notebook,2021-04-26,5448,237,5448,Apr
684,Your GitHub story in 3D- View a 3D Model of your GitHub Contribution graph.,2021-04-26,5994,164,5994,Apr
685,Sunday Live Q&A Ask Anything Related Data Science,2021-04-25,4500,355,4500,Apr
686,Autoviz-Automatically Visualize Any Dataset With Single Line Of Code,2021-04-25,36688,1122,36688,Apr
687,Who Are Data Scientists?,2021-04-24,11700,448,11700,Apr
688,AutoScraper and Flask: Create an API From Amazon Website in Less Than 10 Minutes,2021-04-24,16467,418,16467,Apr
689,Automating WebScraping Amazon Ecommerce Website Using AutoScrapper,2021-04-23,131949,2387,131949,Apr
690,Deep Learning Interview Series #2- Asked In interview,2021-04-23,8778,195,8778,Apr
691,Automating Web Scrapping Using AutoScraper Library,2021-04-22,27349,827,27349,Apr
692,Discussing All The Types Of Feature Transformation In Machine Learning,2021-04-21,61989,1653,61989,Apr
693,All Automated EDA Libraries All At One Place,2021-04-20,27288,958,27288,Apr
694,Machine Learning Interview Series#1-Asked in Interview,2021-04-20,15836,291,15836,Apr
695,Deployment Of ML Models Using PyWebIO And Flask In Heroku,2021-04-19,7620,219,7620,Apr
696,Numba Library- Let's Make Python Faster,2021-04-19,11496,328,11496,Apr
697,Text Generation with Transformers (GPT-2) In 10 Lines Of Code,2021-04-18,41343,793,41343,Apr
698,Introduction To Machine Learning And Deep Learning For Starters,2021-04-18,89134,1580,89134,Apr
699,TFOD 2.0 Custom Object Detection Step By Step Tutorial,2021-04-17,179134,3070,179134,Apr
700,Deep Learning Interview Series #1- Asked In Interview,2021-04-17,12346,225,12346,Apr
701,Friday Live Q&A Ask Anything Related Data Science,2021-04-16,4122,233,4122,Apr
702,Comparing Transfer Learning Models Using Gradio,2021-04-16,6508,179,6508,Apr
703,Gradio Library-Interfaces for your Machine Learning Models,2021-04-15,35336,821,35336,Apr
704,How To Automate NLP Tasks Using EvalML Library,2021-04-15,7685,282,7685,Apr
705,Lazy Predict Python- Understanding Which Models Works Well Without Any Tuning,2021-04-14,11374,453,11374,Apr
706,"EvalML AutoML Library To Automate Feature Engineering, Feature Selection,Model Creation And Tuning",2021-04-14,20195,687,20195,Apr
707,Joining Bonus- Whether We should Take Joining Bonus? General Q&A,2021-04-14,26168,552,26168,Apr
708,Confidence Intervals In Statistics- Part 1,2021-04-13,113687,2043,113687,Apr
709,Best Freelancing Work- Earn By Answering Questions,2021-04-13,12316,499,12316,Apr
710,"Difference Between fit(), transform(), fit_transform() and predict() methods in Scikit-Learn",2021-04-12,76580,3086,76580,Apr
711,What Is Probation Period?General Q&A,2021-04-11,49629,1011,49629,Apr
712,The Art Of Writing Resume For Data Science- Must For EveryOne,2021-04-10,15972,550,15972,Apr
713,Amazing Initiative For Kids- Ineuron K-12 Youtube Channel- Free Content #shorts,2021-04-09,9740,293,9740,Apr
714,How To Handle 90 Days Notice Period With HR,2021-04-09,141224,4213,141224,Apr
715,Stats Interview Series #2-Asked In Interview,2021-04-09,28987,551,28987,Apr
716,"Statistics-Left Skewed And Right Skewed Distribution And Relation With Mean, Median And Mode",2021-04-08,95437,2285,95437,Apr
717,Stats Interview Series #1- Asked In Interview,2021-04-08,38165,750,38165,Apr
718,Interview Question -Risks In Data Science Projects,2021-04-07,5925,146,5925,Apr
719,Shapash- Python Library To Make Machine Learning Interpretable,2021-04-06,21291,698,21291,Apr
720,Interesting Fact About Data #shorts,2021-04-06,17146,761,17146,Apr
721,Deployment Of ML Models Using PyWebIO And Flask,2021-04-05,12656,323,12656,Apr
722,What Is P Value In Statistics In Simple Language?,2021-04-05,228396,4647,228396,Apr
723,Creating BMI Calculator Web APP Using Python And PyWebIO,2021-04-04,11007,347,11007,Apr
724,You Don't Require A Master's Or Phd To Become Citizen Data Scientist #shorts,2021-04-04,16785,669,16785,Apr
725,PyWebIO- Creating WebAPP Using Python Without Using HTML And JS,2021-04-03,21501,741,21501,Apr
726,#shorts Believe You Can You Are Halfway Done-Motivation,2021-04-03,9975,523,9975,Apr
727,Part 4-Testing ANN Model-Audio Classification Project Using Deep Learning,2021-04-02,22983,411,22983,Apr
728,#shorts Three Most Important Points To Remember To Grow You In Your Life,2021-04-01,13891,884,13891,Apr
729,Part 3-Model Creation-Audio Classification Project Using Deep Learning,2021-04-01,28655,428,28655,Apr
730,Part 2-Data Preprocessing-Audio Classification Project Using Deep Learning,2021-03-31,47891,776,47891,Mar
731,Part 1-EDA-Audio Classification Project Using Deep Learning,2021-03-31,108910,2215,108910,Mar
732,March 30th- Live Virtual Mock Interview From Mechanical To Data Scientist,2021-03-30,12804,274,12804,Mar
733,March 29- Live Virtual Mock Interview For Fresher For Data Science Role-iNeuron Student,2021-03-29,15917,562,15917,Mar
734,Follow These Playlist Before Interviews- Guide to Crack Data Science Interviews,2021-03-28,14410,490,14410,Mar
735,Rainfall Prediction- Converting A Kaggle Project to End To End Machine Learning Project,2021-03-27,54187,1301,54187,Mar
736,Friday Live Q&A Ask Anything RelatedData Science,2021-03-26,4644,225,4644,Mar
737,"Colab Pro Now Available In India, Brazil, France, Thailand,Japan,UK- BOON FOR Data Science Aspirants",2021-03-26,14585,366,14585,Mar
738,Successful Career Transition Story From Fresher College Student To Data Science-Sameer Singh,2021-03-26,9720,260,9720,Mar
739,Amazing Initiative For School Kids By iNeuron,2021-03-25,3420,141,3420,Mar
740,"Texthero-Text Preprocessing, Representation And Visualization From Zero to Hero.",2021-03-25,10839,376,10839,Mar
741,1 Day Off From Work After 2 months- Start Up Stories#shorts,2021-03-24,82100,3045,82100,Mar
742,Lux - Python Library for Intelligent Visual Discovery,2021-03-23,17776,608,17776,Mar
743,Devops Vs MLOPS- Understand The Differences And Why IT is Important,2021-03-21,71462,1502,71462,Mar
744,Day 4- MLOPS Continuous Integration And Model Tracking Using MLFlow- Machine Learning,2021-03-19,16750,303,16750,Mar
745,Day 3- MLOPS End To End Implementation With Deployment- Machine Learning,2021-03-18,19177,334,19177,Mar
746,Day 2- MLOPS End To End Implementation From Basics- Machine Learning,2021-03-17,27040,550,27040,Mar
747,Day 1- MLOPS End To End Implementation- Machine Learning,2021-03-16,66550,1011,66550,Mar
748,14+ ML And DL End To End Projects From My Channel,2021-03-15,23393,937,23393,Mar
749,How To Revise Data Science  Concepts And Algorithms Efficiently Before Interviews-Most Important🔥🔥🔥🔥,2021-03-14,17783,709,17783,Mar
750,What is the Interviewer Looking For In A Data Science Interview?,2021-03-13,13926,619,13926,Mar
751,MLOps Live Community Session Announcement,2021-03-12,18871,440,18871,Mar
752,Waste Classification Machine Learning Classification Project-Waste Recycling,2021-03-11,17976,371,17976,Mar
753,SVM Kernal- Polynomial And RBF Implementation Using Sklearn- Machine Learning,2021-03-10,55740,1251,55740,Mar
754,SVM Kernels In-depth Intuition- Polynomial Kernels Part 3 | Machine Learning Data Science,2021-03-10,80075,1850,80075,Mar
755,Live AWS For Data Science - Deploying Machine Learning Application In EC2 Instance,2021-03-04,47096,1544,47096,Mar
756,Amazing Data Science End To End Project From Starters In ML and Deep Learning- Agriculture Domain,2021-03-03,68122,1791,68122,Mar
757,Face Recognition Attendance Based Project In Machine Learning,2021-03-02,165680,3445,165680,Mar
758,Monday Night Live Q&A - Ask Anything Related  To Data Science,2021-03-01,6685,212,6685,Mar
759,Step 6- TensorFlow 2 Detection Model Zoo- Object Detection,2021-03-01,15282,178,15282,Mar
760,Introduction To MLflow-An Open Source Platform for the Machine Learning Lifecycle,2021-03-01,88802,1476,88802,Mar
761,Arpit Gupta's Successful Career Transition To Data Science After Many Rejection-Finally 4 Job Offers,2021-02-27,8866,163,8866,Feb
762,"Affordable Business Analytics Master,DSA And Competitive Programming And Mern Stack- Join The Demo",2021-02-27,2917,95,2917,Feb
763,"Secure Hash Algorithms Using Python- SHA256,SHA384,SHA224,SHA512,SHA1- Hashing In BlockChain",2021-02-26,15118,266,15118,Feb
764,"Day 2-9 Hours Live Community Session- Power BI Usecases And Interview Prep, Competitive Programming",2021-02-26,9557,266,9557,Feb
765,"9 Hours Live Community Session- Interview Questions On Sql, Power BI End to End Project,Mern Stack",2021-02-25,25618,725,25618,Feb
766,"Live Community Session On 25th And 26th Feb From 1pm- Projects on Power BI, Tableau, Mern Stack",2021-02-25,7347,245,7347,Feb
767,A Brief Intro About My Channel If You Are New- Data Science #shorts,2021-02-25,21073,720,21073,Feb
768,Successful Transition From Mechanical Engineering To Data Science In Ireland Dublin- Ft:iNeuron,2021-02-24,23997,414,23997,Feb
769,Logging Implementation In Python,2021-02-23,27790,468,27790,Feb
770,Live Discussion- Transition From Web Developer To Data Scientist In Sweden- Ft: Ineuron,2021-02-23,8044,231,8044,Feb
771,Inderpreet Successful Career Transition From A Freshers To Data Science With 5 Job Offers,2021-02-20,12247,278,12247,Feb
772,PIP Freeze- Creating Packages(Requirements.txt) For The Application,2021-02-19,35794,434,35794,Feb
773,Sumit Successful Career Transition From BCA To Data Science- Ft: Ineuron,2021-02-18,5239,130,5239,Feb
774,Successful Transition Story From Non Tech To Data Science Director With 20+ Year Experience In UK,2021-02-18,7216,221,7216,Feb
775,Successful Career Transition Of Kartik From Civil Engineering To Data Science With Career Gap,2021-02-18,22166,394,22166,Feb
776,PerceptiLabs-The Best Machine Learning Visual Modeling Tool-Train Deep Learning Neural Network,2021-02-18,23770,675,23770,Feb
777,Session On Different Types Of Loss Function In Deep Learning,2021-02-16,62864,1078,62864,Feb
778,Sunday Late Night Live Q&A - Ask Anything Related  To Data Science,2021-02-14,7331,239,7331,Feb
779,Pdf Password Protection Using Python,2021-02-13,9243,328,9243,Feb
780,10+ year experience Raghu Who Made Transition Into Data Science As A Director- Ft: Ineuron,2021-02-12,13265,220,13265,Feb
781,Feb12- Live Virtual Mock Interview To Real Interview For Data Scientist- Hired By iNeuron-Commerce,2021-02-12,196930,6177,196930,Feb
782,"Recent Jobs On Data Science,Data Analyst And Data Engineers In Google- Apply For It",2021-02-12,10122,239,10122,Feb
783,Step 5-Final TFOD Set Up With Tensorflow 2.0 In Windows- COCO API installation Object Detection API,2021-02-11,18361,193,18361,Feb
784,"Upcoming Community Sessions Announcements For Everyone- Data Science, Machine Learning,Feat: Ineuron",2021-02-10,5484,385,5484,Feb
785,Live 15 hour Session In Implementing End To End Data Science Projects- Community Event,2021-02-09,126587,3295,126587,Feb
786,15 hours Live Session On Data Science Projects- Community Event- Feat Ineuron Sudhanshu And Team,2021-02-08,15182,998,15182,Feb
787,Feb 8- Live Virtual Mock Interview For Data Science Role,2021-02-08,15971,390,15971,Feb
788,Step 3-TFOD Set Up With Tensorflow 2.0 In Windows-Installing Tensorflow Object Detection API,2021-02-07,14162,202,14162,Feb
789,Step 4-TFOD Set Up With Tensorflow 2.0 In Windows-Protobuf  Installation And Compilation,2021-02-07,14969,211,14969,Feb
790,Python Zip Function- Easy Parallel Iteration for Multiple Iterators,2021-02-07,6171,157,6171,Feb
791,Placement Seasons-Its Ok If You Are Not From Tier 1 College-Strategy To Prepare For Placements,2021-02-07,3768,221,3768,Feb
792,Step 2-TFOD Set Up With Tensorflow 2.0 In Windows-Installing Cuda Toolkit And CuDnn,2021-02-06,21061,243,21061,Feb
793,Step 1-Tensorflow Object Detection Set Up With Tensorflow 2.0 In Windows-Creating The Environment,2021-02-06,50416,624,50416,Feb
794,Feb 4th Live Virtual Interview Of Freshers For Data Science Role,2021-02-04,23211,758,23211,Feb
795,3000+ Research Datasets For Machine Learning Researchers By Papers With Code,2021-02-04,24032,796,24032,Feb
796,Feb 3- Live Virtual Mock Interview Of Freshers For Data Science Role,2021-02-03,40897,880,40897,Feb
797,Successful Career Transition From Fresher To Data Science With 4 years Gap- ft Saket & iNeuron,2021-02-03,15207,475,15207,Feb
798,Feb 2 - Live Virtual Mock Interview Of Fresher For Data Science Role,2021-02-02,36053,762,36053,Feb
799,Vulture Library- How To Find Unused And Dead Code In Python Projects,2021-02-01,6032,151,6032,Feb
800,Live Virtual Mock Interview For Data Science Role,2021-02-01,35507,890,35507,Feb
801,Live Virtual Mock Interview On Data Science In My Channel,2021-01-31,9138,228,9138,Jan
802,Problem 8 Solution-Anagram Check Analysis Using Python - Competitive Programming,2021-01-31,6025,111,6025,Jan
803,Object Localization Vs Object Detection Deep Learning,2021-01-31,20024,476,20024,Jan
804,Sharing 15+ Interview Experience For Data Science-Msc In Stats IIt Bombay-Success After 15 Failures,2021-01-30,11362,360,11362,Jan
805,Problem 8-Anagram Check Analysis Using Python - Competitive Programming,2021-01-30,4061,87,4061,Jan
806,Advance Python Series-Asynchronous Execution(Parallel Execution) With Thread Using Python,2021-01-30,9054,201,9054,Jan
807,Sharing Experience Of Doing MS In Big Data And Analytics  in Germany - Ft Akshay,2021-01-29,20059,680,20059,Jan
808,Curated List Of All  500+ Awesome  Python Frameworks Libraries And Software In One Place,2021-01-29,4156,228,4156,Jan
809,How To Implement Image Classification Using SVM In Convolution Neural Network,2021-01-28,43577,892,43577,Jan
810,Tutorial 5- Feature Selection-Perform Feature Selection Using Chi2 Statistical Analysis,2021-01-28,37849,679,37849,Jan
811,Tutorial 4- Feature Selection-Perform Feature Selection Using Information Gain For Regression In ML,2021-01-27,30525,543,30525,Jan
812,Python Eval Function- Evaluating Python Expressions Dynamically,2021-01-27,15397,296,15397,Jan
813,Tutorial 3- Feature Selection-How To Select Features Using Information Gain For Classification In ML,2021-01-26,58124,1015,58124,Jan
814,Non Technical/Non Programmer  Follow This Approach to Become Data Scientist,2021-01-24,13995,702,13995,Jan
815,Advance Python Series- Multiple Inheritance In Python,2021-01-24,12072,264,12072,Jan
816,Hardwork Is Directly Proportional To Luck Factor- Saturday Motivation,2021-01-23,4671,298,4671,Jan
817,"Cloud Computing AWS -Upload,Read And Write And Download Files In And From S3 bucket Using Python",2021-01-23,37636,696,37636,Jan
818,TextBlob Library In Python For Natural Language Processing,2021-01-22,16993,312,16993,Jan
819,Python Advance Series- Static Methods Indepth Understanding And Implementation In Python,2021-01-21,12553,286,12553,Jan
820,How He Made A Successful Transition From College Student To Data Science In E&Y- With Self Study,2021-01-21,23049,821,23049,Jan
821,Important Guidelines For Placements For Fresher’s And College Students,2021-01-20,6567,471,6567,Jan
822,First Live Q&A Of 2021 - Ask Anything Related  To Data Science,2021-01-19,6647,360,6647,Jan
823,Phd Vs Masters Vs BE Vs Certification- Which Degree Is Better For Data Science or AI,2021-01-19,10706,467,10706,Jan
824,Class Variables And Class Methods In Python,2021-01-19,27019,552,27019,Jan
825,How To Speed Up Pandas By 4X Times- Modin Pandas Library,2021-01-18,20572,613,20572,Jan
